fecha,zona_prov,w_median
2015-03-01,SANTIAGO DEL ESTERO,8891
2015-03-01,TIERRA DEL FUEGO,19858
2015-03-01,TUCUMAN,8168
2015-04-01,BUENOS AIRES,10790
2015-04-01,CAPITAL FEDERAL,11896
2015-04-01,CATAMARCA,8711
2015-04-01,CHACO,9705
2015-04-01,CHUBUT,14360
2015-04-01,CORDOBA,10627
2015-04-01,CORRIENTES,9167
2015-04-01,ENTRE RIOS,9843
2015-04-01,FORMOSA,9398
2015-04-01,JUJUY,9017
2015-04-01,LA PAMPA,11146
2015-04-01,LA RIOJA,7145
2015-04-01,MENDOZA,9477
2015-04-01,MISIONES,9482
2015-04-01,NEUQUEN,15809
2015-04-01,RIO NEGRO,10805
2015-04-01,SALTA,9773
2015-04-01,SAN JUAN,10108
2015-04-01,SAN LUIS,9549
2015-04-01,SANTA CRUZ,18612
2015-04-01,SANTA FE,10970
2015-04-01,SANTIAGO DEL ESTERO,7587
2015-04-01,TIERRA DEL FUEGO,20393
2015-04-01,TUCUMAN,8156
2015-05-01,BUENOS AIRES,11450
2015-05-01,CAPITAL FEDERAL,12652
2015-05-01,CATAMARCA,9129
2015-05-01,CHACO,9854
2015-05-01,CHUBUT,15579
2015-05-01,CORDOBA,11636
2015-05-01,CORRIENTES,9211
2015-05-01,ENTRE RIOS,10146
2015-05-01,FORMOSA,9556
2015-05-01,JUJUY,8963
2015-05-01,LA PAMPA,12404
2015-05-01,LA RIOJA,7325
2015-05-01,MENDOZA,10466
2015-05-01,MISIONES,9637
2015-05-01,NEUQUEN,16000
2015-05-01,RIO NEGRO,11479
2015-05-01,SALTA,10095
2015-05-01,SAN JUAN,10487
2015-05-01,SAN LUIS,9797
2015-05-01,SANTA CRUZ,20307
2015-05-01,SANTA FE,11794
2015-05-01,SANTIAGO DEL ESTERO,7765
2015-05-01,TIERRA DEL FUEGO,22232
2015-05-01,TUCUMAN,8172
2015-06-01,BUENOS AIRES,16819
2015-06-01,CAPITAL FEDERAL,18690
2015-06-01,CATAMARCA,14104
2015-06-01,CHACO,14707
2015-06-01,CHUBUT,20728
2015-06-01,CORDOBA,17186
2015-06-01,CORRIENTES,13610
2015-06-01,ENTRE RIOS,13604
2015-06-01,FORMOSA,13820
2015-06-01,JUJUY,13479
2015-06-01,LA PAMPA,17679
2015-06-01,LA RIOJA,11247
2015-06-01,MENDOZA,14984
2015-06-01,MISIONES,13192
2015-06-01,NEUQUEN,23448
2015-06-01,RIO NEGRO,16583
2015-06-01,SALTA,14836
2015-06-01,SAN JUAN,15460
2015-06-01,SAN LUIS,14797
2015-06-01,SANTA CRUZ,29881
2015-06-01,SANTA FE,17066
2015-06-01,SANTIAGO DEL ESTERO,11210
2015-06-01,TIERRA DEL FUEGO,28175
2015-06-01,TUCUMAN,11984
2015-07-01,BUENOS AIRES,12454
2015-07-01,CAPITAL FEDERAL,13630
2015-07-01,CATAMARCA,9914
2015-07-01,CHACO,10967
2015-07-01,CHUBUT,16580
2015-07-01,CORDOBA,12677
2015-07-01,CORRIENTES,9931
2015-07-01,ENTRE RIOS,11796
2015-07-01,FORMOSA,10475
2015-07-01,JUJUY,9899
2015-07-01,LA PAMPA,12925
2015-07-01,LA RIOJA,7987
2015-07-01,MENDOZA,11008
2015-07-01,MISIONES,10475
2015-07-01,NEUQUEN,16550
2015-07-01,RIO NEGRO,12401
2015-07-01,SALTA,10757
2015-07-01,SAN JUAN,10888
2015-07-01,SAN LUIS,10786
2015-07-01,SANTA CRUZ,22139
2015-07-01,SANTA FE,12766
2015-07-01,SANTIAGO DEL ESTERO,7971
2015-07-01,TIERRA DEL FUEGO,23338
2015-07-01,TUCUMAN,8551
2015-08-01,BUENOS AIRES,12279
2015-08-01,CAPITAL FEDERAL,13542
2015-08-01,CATAMARCA,9855
2015-08-01,CHACO,11055
2015-08-01,CHUBUT,16472
2015-08-01,CORDOBA,12150
2015-08-01,CORRIENTES,9931
2015-08-01,ENTRE RIOS,10998
2015-08-01,FORMOSA,10426
2015-08-01,JUJUY,9845
2015-08-01,LA PAMPA,12775
2015-08-01,LA RIOJA,8086
2015-08-01,MENDOZA,11200
2015-08-01,MISIONES,10570
2015-08-01,NEUQUEN,16617
2015-08-01,RIO NEGRO,12466
2015-08-01,SALTA,10886
2015-08-01,SAN JUAN,10901
2015-08-01,SAN LUIS,10766
2015-08-01,SANTA CRUZ,22510
2015-08-01,SANTA FE,12245
2015-08-01,SANTIAGO DEL ESTERO,7936
2015-08-01,TIERRA DEL FUEGO,24144
2015-08-01,TUCUMAN,8911
2015-09-01,BUENOS AIRES,12899
2015-09-01,CAPITAL FEDERAL,14127
2015-09-01,CATAMARCA,9875
2015-09-01,CHACO,11606
2015-09-01,CHUBUT,16938
2015-09-01,CORDOBA,12830
2015-09-01,CORRIENTES,10015
2015-09-01,ENTRE RIOS,11229
2015-09-01,FORMOSA,10897
2015-09-01,JUJUY,9852
2015-09-01,LA PAMPA,13456
2015-09-01,LA RIOJA,8693
2015-09-01,MENDOZA,11225
2015-09-01,MISIONES,10974
2015-09-01,NEUQUEN,17010
2015-09-01,RIO NEGRO,12949
2015-09-01,SALTA,10837
2015-09-01,SAN JUAN,10975
2015-09-01,SAN LUIS,10983
2015-09-01,SANTA CRUZ,22797
2015-09-01,SANTA FE,12898
2015-09-01,SANTIAGO DEL ESTERO,8094
2015-09-01,TIERRA DEL FUEGO,24900
2015-09-01,TUCUMAN,9422
2015-10-01,BUENOS AIRES,12556
2015-10-01,CAPITAL FEDERAL,14020
2015-10-01,CATAMARCA,9911
2015-10-01,CHACO,11374
2015-10-01,CHUBUT,16931
2015-10-01,CORDOBA,12268
2015-10-01,CORRIENTES,10015
2015-10-01,ENTRE RIOS,11061
2015-10-01,FORMOSA,10850
2015-10-01,JUJUY,9838
2015-10-01,LA PAMPA,13114
2015-10-01,LA RIOJA,8881
2015-10-01,MENDOZA,11191
2015-10-01,MISIONES,11083
2015-10-01,NEUQUEN,17238
2015-10-01,RIO NEGRO,12726
2015-10-01,SALTA,10929
2015-10-01,SAN JUAN,11019
2015-10-01,SAN LUIS,11241
2015-10-01,SANTA CRUZ,23314
2015-10-01,SANTA FE,12419
2015-10-01,SANTIAGO DEL ESTERO,8135
2015-10-01,TIERRA DEL FUEGO,25558
2015-10-01,TUCUMAN,9462
2015-11-01,BUENOS AIRES,12927
2015-11-01,CAPITAL FEDERAL,14355
2015-11-01,CATAMARCA,10075
2015-11-01,CHACO,11871
2015-11-01,CHUBUT,17304
2015-11-01,CORDOBA,12833
2015-11-01,CORRIENTES,10304
2015-11-01,ENTRE RIOS,11409
2015-11-01,FORMOSA,11046
2015-11-01,JUJUY,9799
2015-11-01,LA PAMPA,13351
2015-11-01,LA RIOJA,9018
2015-11-01,MENDOZA,11356
2015-11-01,MISIONES,11521
2015-11-01,NEUQUEN,17103
2015-11-01,RIO NEGRO,12859
2015-11-01,SALTA,11064
2015-11-01,SAN JUAN,11179
2015-11-01,SAN LUIS,11660
2015-11-01,SANTA CRUZ,23415
2015-11-01,SANTA FE,12762
2015-11-01,SANTIAGO DEL ESTERO,8255
2015-11-01,TIERRA DEL FUEGO,26719
2015-11-01,TUCUMAN,9682
2015-12-01,BUENOS AIRES,18877
2015-12-01,CAPITAL FEDERAL,21758
2015-12-01,CATAMARCA,15002
2015-12-01,CHACO,17284
2015-12-01,CHUBUT,23061
2015-12-01,CORDOBA,19295
2015-12-01,CORRIENTES,14631
2015-12-01,ENTRE RIOS,16638
2015-12-01,FORMOSA,15871
2015-12-01,JUJUY,13999
2015-12-01,LA PAMPA,19918
2015-12-01,LA RIOJA,13165
2015-12-01,MENDOZA,16429
2015-12-01,MISIONES,15761
2015-12-01,NEUQUEN,24693
2015-12-01,RIO NEGRO,18774
2015-12-01,SALTA,16110
2015-12-01,SAN JUAN,16526
2015-12-01,SAN LUIS,17443
2015-12-01,SANTA CRUZ,33122
2015-12-01,SANTA FE,19053
2015-12-01,SANTIAGO DEL ESTERO,12027
2015-12-01,TIERRA DEL FUEGO,34309
2015-12-01,TUCUMAN,14239
2016-01-01,BUENOS AIRES,13289
2016-01-01,CAPITAL FEDERAL,15039
2016-01-01,CATAMARCA,10148
2016-01-01,CHACO,12102
2016-01-01,CHUBUT,17616
2016-01-01,CORDOBA,12944
2016-01-01,CORRIENTES,10377
2016-01-01,ENTRE RIOS,12036
2016-01-01,FORMOSA,11300
2016-01-01,JUJUY,9513
2016-01-01,LA PAMPA,15476
2016-01-01,LA RIOJA,8809
2016-01-01,MENDOZA,11622
2016-01-01,MISIONES,11859
2016-01-01,NEUQUEN,17298
2016-01-01,RIO NEGRO,12581
2016-01-01,SALTA,11277
2016-01-01,SAN JUAN,11702
2016-01-01,SAN LUIS,11880
2016-01-01,SANTA CRUZ,23441
2016-01-01,SANTA FE,13363
2016-01-01,SANTIAGO DEL ESTERO,8294
2016-01-01,TIERRA DEL FUEGO,23187
2016-01-01,TUCUMAN,9854
2016-02-01,BUENOS AIRES,13520
2016-02-01,CAPITAL FEDERAL,15282
2016-02-01,CATAMARCA,10536
2016-02-01,CHACO,12131
2016-02-01,CHUBUT,17879
2016-02-01,CORDOBA,13343
2016-02-01,CORRIENTES,10388
2016-02-01,ENTRE RIOS,11982
2016-02-01,FORMOSA,11564
2016-02-01,JUJUY,9634
2016-02-01,LA PAMPA,14128
2016-02-01,LA RIOJA,8572
2016-02-01,MENDOZA,11860
2016-02-01,MISIONES,11901
2016-02-01,NEUQUEN,17169
2016-02-01,RIO NEGRO,13449
2016-02-01,SALTA,12013
2016-02-01,SAN JUAN,12812
2016-02-01,SAN LUIS,12090
2016-02-01,SANTA CRUZ,23018
2016-02-01,SANTA FE,13589
2016-02-01,SANTIAGO DEL ESTERO,8514
2016-02-01,TIERRA DEL FUEGO,25609
2016-02-01,TUCUMAN,10022
2016-03-01,BUENOS AIRES,13993
2016-03-01,CAPITAL FEDERAL,15554
2016-03-01,CATAMARCA,10700
2016-03-01,CHACO,13535
2016-03-01,CHUBUT,18035
2016-03-01,CORDOBA,14290
2016-03-01,CORRIENTES,10914
2016-03-01,ENTRE RIOS,13082
2016-03-01,FORMOSA,13111
2016-03-01,JUJUY,10947
2016-03-01,LA PAMPA,15256
2016-03-01,LA RIOJA,9063
2016-03-01,MENDOZA,11824
2016-03-01,MISIONES,12500
2016-03-01,NEUQUEN,19958
2016-03-01,RIO NEGRO,14376
2016-03-01,SALTA,12482
2016-03-01,SAN JUAN,12957
2016-03-01,SAN LUIS,13027
2016-03-01,SANTA CRUZ,23408
2016-03-01,SANTA FE,14420
2016-03-01,SANTIAGO DEL ESTERO,11738
2016-03-01,TIERRA DEL FUEGO,26382
2016-03-01,TUCUMAN,10086
2016-04-01,BUENOS AIRES,15066
2016-04-01,CAPITAL FEDERAL,16338
2016-04-01,CATAMARCA,11279
2016-04-01,CHACO,14163
2016-04-01,CHUBUT,19691
2016-04-01,CORDOBA,14923
2016-04-01,CORRIENTES,11112
2016-04-01,ENTRE RIOS,13617
2016-04-01,FORMOSA,13385
2016-04-01,JUJUY,11975
2016-04-01,LA PAMPA,15751
2016-04-01,LA RIOJA,9842
2016-04-01,MENDOZA,12654
2016-04-01,MISIONES,13167
2016-04-01,NEUQUEN,19829
2016-04-01,RIO NEGRO,15211
2016-04-01,SALTA,13298
2016-04-01,SAN JUAN,13505
2016-04-01,SAN LUIS,13505
2016-04-01,SANTA CRUZ,24936
2016-04-01,SANTA FE,15156
2016-04-01,SANTIAGO DEL ESTERO,10412
2016-04-01,TIERRA DEL FUEGO,27265
2016-04-01,TUCUMAN,10686
2016-05-01,BUENOS AIRES,15475
2016-05-01,CAPITAL FEDERAL,16731
2016-05-01,CATAMARCA,11746
2016-05-01,CHACO,14454
2016-05-01,CHUBUT,20000
2016-05-01,CORDOBA,15465
2016-05-01,CORRIENTES,11444
2016-05-01,ENTRE RIOS,13944
2016-05-01,FORMOSA,13543
2016-05-01,JUJUY,12051
2016-05-01,LA PAMPA,16222
2016-05-01,LA RIOJA,10108
2016-05-01,MENDOZA,13487
2016-05-01,MISIONES,13407
2016-05-01,NEUQUEN,20017
2016-05-01,RIO NEGRO,15706
2016-05-01,SALTA,13496
2016-05-01,SAN JUAN,13922
2016-05-01,SAN LUIS,14296
2016-05-01,SANTA CRUZ,25883
2016-05-01,SANTA FE,15709
2016-05-01,SANTIAGO DEL ESTERO,10828
2016-05-01,TIERRA DEL FUEGO,28125
2016-05-01,TUCUMAN,10624
2016-06-01,BUENOS AIRES,22164
2016-06-01,CAPITAL FEDERAL,24930
2016-06-01,CATAMARCA,17729
2016-06-01,CHACO,20867
2016-06-01,CHUBUT,27073
2016-06-01,CORDOBA,22671
2016-06-01,CORRIENTES,16255
2016-06-01,ENTRE RIOS,19740
2016-06-01,FORMOSA,19320
2016-06-01,JUJUY,17463
2016-06-01,LA PAMPA,23351
2016-06-01,LA RIOJA,14821
2016-06-01,MENDOZA,19292
2016-06-01,MISIONES,18166
2016-06-01,NEUQUEN,29295
2016-06-01,RIO NEGRO,23046
2016-06-01,SALTA,20241
2016-06-01,SAN JUAN,20376
2016-06-01,SAN LUIS,20963
2016-06-01,SANTA CRUZ,39068
2016-06-01,SANTA FE,22576
2016-06-01,SANTIAGO DEL ESTERO,15568
2016-06-01,TIERRA DEL FUEGO,37183
2016-06-01,TUCUMAN,15303
2016-07-01,BUENOS AIRES,16259
2016-07-01,CAPITAL FEDERAL,17892
2016-07-01,CATAMARCA,13019
2016-07-01,CHACO,14977
2016-07-01,CHUBUT,21888
2016-07-01,CORDOBA,16020
2016-07-01,CORRIENTES,12104
2016-07-01,ENTRE RIOS,14876
2016-07-01,FORMOSA,14496
2016-07-01,JUJUY,13103
2016-07-01,LA PAMPA,17001
2016-07-01,LA RIOJA,11529
2016-07-01,MENDOZA,14138
2016-07-01,MISIONES,14164
2016-07-01,NEUQUEN,21877
2016-07-01,RIO NEGRO,16510
2016-07-01,SALTA,14241
2016-07-01,SAN JUAN,14477
2016-07-01,SAN LUIS,15173
2016-07-01,SANTA CRUZ,29109
2016-07-01,SANTA FE,16202
2016-07-01,SANTIAGO DEL ESTERO,11100
2016-07-01,TIERRA DEL FUEGO,29910
2016-07-01,TUCUMAN,11234
2016-08-01,BUENOS AIRES,16623
2016-08-01,CAPITAL FEDERAL,18349
2016-08-01,CATAMARCA,13246
2016-08-01,CHACO,15568
2016-08-01,CHUBUT,22078
2016-08-01,CORDOBA,16180
2016-08-01,CORRIENTES,12531
2016-08-01,ENTRE RIOS,15082
2016-08-01,FORMOSA,14673
2016-08-01,JUJUY,13160
2016-08-01,LA PAMPA,17063
2016-08-01,LA RIOJA,11871
2016-08-01,MENDOZA,14636
2016-08-01,MISIONES,14246
2016-08-01,NEUQUEN,22923
2016-08-01,RIO NEGRO,16725
2016-08-01,SALTA,14786
2016-08-01,SAN JUAN,14566
2016-08-01,SAN LUIS,15365
2016-08-01,SANTA CRUZ,30000
2016-08-01,SANTA FE,16406
2016-08-01,SANTIAGO DEL ESTERO,11298
2016-08-01,TIERRA DEL FUEGO,30441
2016-08-01,TUCUMAN,11357
2016-09-01,BUENOS AIRES,16539
2016-09-01,CAPITAL FEDERAL,18403
2016-09-01,CATAMARCA,13172
2016-09-01,CHACO,15425
2016-09-01,CHUBUT,21978
2016-09-01,CORDOBA,16134
2016-09-01,CORRIENTES,12337
2016-09-01,ENTRE RIOS,15138
2016-09-01,FORMOSA,14503
2016-09-01,JUJUY,12760
2016-09-01,LA PAMPA,17911
2016-09-01,LA RIOJA,11822
2016-09-01,MENDOZA,14533
2016-09-01,MISIONES,14476
2016-09-01,NEUQUEN,22698
2016-09-01,RIO NEGRO,16647
2016-09-01,SALTA,14850
2016-09-01,SAN JUAN,14618
2016-09-01,SAN LUIS,15269
2016-09-01,SANTA CRUZ,29459
2016-09-01,SANTA FE,16423
2016-09-01,SANTIAGO DEL ESTERO,11361
2016-09-01,TIERRA DEL FUEGO,30678
2016-09-01,TUCUMAN,12094
2016-10-01,BUENOS AIRES,17087
2016-10-01,CAPITAL FEDERAL,19042
2016-10-01,CATAMARCA,13437
2016-10-01,CHACO,16208
2016-10-01,CHUBUT,22590
2016-10-01,CORDOBA,16794
2016-10-01,CORRIENTES,13641
2016-10-01,ENTRE RIOS,15409
2016-10-01,FORMOSA,15067
2016-10-01,JUJUY,13232
2016-10-01,LA PAMPA,18068
2016-10-01,LA RIOJA,11991
2016-10-01,MENDOZA,14888
2016-10-01,MISIONES,15039
2016-10-01,NEUQUEN,23175
2016-10-01,RIO NEGRO,17161
2016-10-01,SALTA,15097
2016-10-01,SAN JUAN,14913
2016-10-01,SAN LUIS,15827
2016-10-01,SANTA CRUZ,30678
2016-10-01,SANTA FE,17015
2016-10-01,SANTIAGO DEL ESTERO,11481
2016-10-01,TIERRA DEL FUEGO,31229
2016-10-01,TUCUMAN,12253
2016-11-01,BUENOS AIRES,17502
2016-11-01,CAPITAL FEDERAL,19402
2016-11-01,CATAMARCA,13560
2016-11-01,CHACO,16684
2016-11-01,CHUBUT,22965
2016-11-01,CORDOBA,17108
2016-11-01,CORRIENTES,13924
2016-11-01,ENTRE RIOS,15730
2016-11-01,FORMOSA,15218
2016-11-01,JUJUY,13098
2016-11-01,LA PAMPA,17990
2016-11-01,LA RIOJA,12105
2016-11-01,MENDOZA,15000
2016-11-01,MISIONES,15245
2016-11-01,NEUQUEN,23114
2016-11-01,RIO NEGRO,17117
2016-11-01,SALTA,15117
2016-11-01,SAN JUAN,15252
2016-11-01,SAN LUIS,16078
2016-11-01,SANTA CRUZ,29991
2016-11-01,SANTA FE,17396
2016-11-01,SANTIAGO DEL ESTERO,11549
2016-11-01,TIERRA DEL FUEGO,32040
2016-11-01,TUCUMAN,12887
2016-12-01,BUENOS AIRES,25551
2016-12-01,CAPITAL FEDERAL,29894
2016-12-01,CATAMARCA,20913
2016-12-01,CHACO,24428
2016-12-01,CHUBUT,30802
2016-12-01,CORDOBA,25623
2016-12-01,CORRIENTES,20731
2016-12-01,ENTRE RIOS,23220
2016-12-01,FORMOSA,21474
2016-12-01,JUJUY,18570
2016-12-01,LA PAMPA,26473
2016-12-01,LA RIOJA,17640
2016-12-01,MENDOZA,21534
2016-12-01,MISIONES,20521
2016-12-01,NEUQUEN,34407
2016-12-01,RIO NEGRO,25379
2016-12-01,SALTA,22438
2016-12-01,SAN JUAN,22486
2016-12-01,SAN LUIS,24066
2016-12-01,SANTA CRUZ,44011
2016-12-01,SANTA FE,25813
2016-12-01,SANTIAGO DEL ESTERO,16895
2016-12-01,TIERRA DEL FUEGO,40760
2016-12-01,TUCUMAN,19072
2017-01-01,BUENOS AIRES,18483
2017-01-01,CAPITAL FEDERAL,20952
2017-01-01,CATAMARCA,13762
2017-01-01,CHACO,17332
2017-01-01,CHUBUT,24221
2017-01-01,CORDOBA,17979
2017-01-01,CORRIENTES,14444
2017-01-01,ENTRE RIOS,16864
2017-01-01,FORMOSA,16563
2017-01-01,JUJUY,12753
2017-01-01,LA PAMPA,20447
2017-01-01,LA RIOJA,12128
2017-01-01,MENDOZA,15689
2017-01-01,MISIONES,15702
2017-01-01,NEUQUEN,23647
2017-01-01,RIO NEGRO,16958
2017-01-01,SALTA,15420
2017-01-01,SAN JUAN,15933
2017-01-01,SAN LUIS,16435
2017-01-01,SANTA CRUZ,30937
2017-01-01,SANTA FE,18533
2017-01-01,SANTIAGO DEL ESTERO,11779
2017-01-01,TIERRA DEL FUEGO,29489
2017-01-01,TUCUMAN,13446
2017-02-01,BUENOS AIRES,18329
2017-02-01,CAPITAL FEDERAL,20508
2017-02-01,CATAMARCA,13801
2017-02-01,CHACO,17131
2017-02-01,CHUBUT,24135
2017-02-01,CORDOBA,17767
2017-02-01,CORRIENTES,14512
2017-02-01,ENTRE RIOS,16402
2017-02-01,FORMOSA,15444
2017-02-01,JUJUY,12815
2017-02-01,LA PAMPA,19137
2017-02-01,LA RIOJA,10844
2017-02-01,MENDOZA,15587
2017-02-01,MISIONES,16037
2017-02-01,NEUQUEN,23238
2017-02-01,RIO NEGRO,18090
2017-02-01,SALTA,16285
2017-02-01,SAN JUAN,15858
2017-02-01,SAN LUIS,16605
2017-02-01,SANTA CRUZ,30211
2017-02-01,SANTA FE,18219
2017-02-01,SANTIAGO DEL ESTERO,11640
2017-02-01,TIERRA DEL FUEGO,30840
2017-02-01,TUCUMAN,13203
2017-03-01,BUENOS AIRES,18619
2017-03-01,CAPITAL FEDERAL,20701
2017-03-01,CATAMARCA,13720
2017-03-01,CHACO,17238
2017-03-01,CHUBUT,24249
2017-03-01,CORDOBA,18296
2017-03-01,CORRIENTES,16078
2017-03-01,ENTRE RIOS,16962
2017-03-01,FORMOSA,15573
2017-03-01,JUJUY,13863
2017-03-01,LA PAMPA,19283
2017-03-01,LA RIOJA,11641
2017-03-01,MENDOZA,15998
2017-03-01,MISIONES,16715
2017-03-01,NEUQUEN,23542
2017-03-01,RIO NEGRO,18976
2017-03-01,SALTA,16730
2017-03-01,SAN JUAN,16647
2017-03-01,SAN LUIS,17129
2017-03-01,SANTA CRUZ,31108
2017-03-01,SANTA FE,18594
2017-03-01,SANTIAGO DEL ESTERO,14024
2017-03-01,TIERRA DEL FUEGO,32597
2017-03-01,TUCUMAN,13220
2017-04-01,BUENOS AIRES,19234
2017-04-01,CAPITAL FEDERAL,21476
2017-04-01,CATAMARCA,13897
2017-04-01,CHACO,18348
2017-04-01,CHUBUT,24872
2017-04-01,CORDOBA,19777
2017-04-01,CORRIENTES,16350
2017-04-01,ENTRE RIOS,17456
2017-04-01,FORMOSA,18666
2017-04-01,JUJUY,14831
2017-04-01,LA PAMPA,19987
2017-04-01,LA RIOJA,12556
2017-04-01,MENDOZA,16512
2017-04-01,MISIONES,16608
2017-04-01,NEUQUEN,25248
2017-04-01,RIO NEGRO,19898
2017-04-01,SALTA,17131
2017-04-01,SAN JUAN,17130
2017-04-01,SAN LUIS,17443
2017-04-01,SANTA CRUZ,32018
2017-04-01,SANTA FE,19506
2017-04-01,SANTIAGO DEL ESTERO,13649
2017-04-01,TIERRA DEL FUEGO,33769
2017-04-01,TUCUMAN,13325
2017-05-01,BUENOS AIRES,19692
2017-05-01,CAPITAL FEDERAL,22000
2017-05-01,CATAMARCA,15320
2017-05-01,CHACO,18725
2017-05-01,CHUBUT,26349
2017-05-01,CORDOBA,19690
2017-05-01,CORRIENTES,16962
2017-05-01,ENTRE RIOS,18077
2017-05-01,FORMOSA,17593
2017-05-01,JUJUY,15001
2017-05-01,LA PAMPA,20644
2017-05-01,LA RIOJA,13177
2017-05-01,MENDOZA,17146
2017-05-01,MISIONES,17026
2017-05-01,NEUQUEN,25855
2017-05-01,RIO NEGRO,20518
2017-05-01,SALTA,18066
2017-05-01,SAN JUAN,17812
2017-05-01,SAN LUIS,18067
2017-05-01,SANTA CRUZ,34114
2017-05-01,SANTA FE,20514
2017-05-01,SANTIAGO DEL ESTERO,14279
2017-05-01,TIERRA DEL FUEGO,34735
2017-05-01,TUCUMAN,13892
2017-06-01,BUENOS AIRES,28402
2017-06-01,CAPITAL FEDERAL,32249
2017-06-01,CATAMARCA,22707
