fecha,zona_prov,w_median
2021-10-01,MENDOZA,67067
2021-10-01,MISIONES,75623
2021-10-01,NEUQUEN,109811
2021-10-01,RIO NEGRO,86309
2021-10-01,SALTA,78488
2021-10-01,SAN JUAN,77666
2021-10-01,SAN LUIS,78062
2021-10-01,SANTA CRUZ,143360
2021-10-01,SANTA FE,83341
2021-10-01,SANTIAGO DEL ESTERO,49979
2021-10-01,TIERRA DEL FUEGO,129999
2021-10-01,TUCUMAN,55504
2021-11-01,BUENOS AIRES,88710
2021-11-01,CAPITAL FEDERAL,97324
2021-11-01,CATAMARCA,68855
2021-11-01,CHACO,74204
2021-11-01,CHUBUT,106317
2021-11-01,CORDOBA,82140
2021-11-01,CORRIENTES,75363
2021-11-01,ENTRE RIOS,79635
2021-11-01,FORMOSA,72383
2021-11-01,JUJUY,55303
2021-11-01,LA PAMPA,93303
2021-11-01,LA RIOJA,55719
2021-11-01,MENDOZA,69856
2021-11-01,MISIONES,77788
2021-11-01,NEUQUEN,113985
2021-11-01,RIO NEGRO,89049
2021-11-01,SALTA,81048
2021-11-01,SAN JUAN,80854
2021-11-01,SAN LUIS,79582
2021-11-01,SANTA CRUZ,143372
2021-11-01,SANTA FE,87463
2021-11-01,SANTIAGO DEL ESTERO,49717
2021-11-01,TIERRA DEL FUEGO,129754
2021-11-01,TUCUMAN,55926
2021-12-01,BUENOS AIRES,134046
2021-12-01,CAPITAL FEDERAL,145063
2021-12-01,CATAMARCA,103104
2021-12-01,CHACO,108635
2021-12-01,CHUBUT,144135
2021-12-01,CORDOBA,121226
2021-12-01,CORRIENTES,111553
2021-12-01,ENTRE RIOS,116616
2021-12-01,FORMOSA,102489
2021-12-01,JUJUY,78387
2021-12-01,LA PAMPA,137334
2021-12-01,LA RIOJA,81366
2021-12-01,MENDOZA,97649
2021-12-01,MISIONES,101943
2021-12-01,NEUQUEN,173478
2021-12-01,RIO NEGRO,130841
2021-12-01,SALTA,121752
2021-12-01,SAN JUAN,117632
2021-12-01,SAN LUIS,120000
2021-12-01,SANTA CRUZ,217620
2021-12-01,SANTA FE,128546
2021-12-01,SANTIAGO DEL ESTERO,71669
2021-12-01,TIERRA DEL FUEGO,174778
2021-12-01,TUCUMAN,82684
2022-01-01,BUENOS AIRES,94607
2022-01-01,CAPITAL FEDERAL,105980
2022-01-01,CATAMARCA,72091
2022-01-01,CHACO,79028
2022-01-01,CHUBUT,115675
2022-01-01,CORDOBA,88072
2022-01-01,CORRIENTES,79377
2022-01-01,ENTRE RIOS,87752
2022-01-01,FORMOSA,70208
2022-01-01,JUJUY,57035
2022-01-01,LA PAMPA,106395
2022-01-01,LA RIOJA,63904
2022-01-01,MENDOZA,72720
2022-01-01,MISIONES,81640
2022-01-01,NEUQUEN,123620
2022-01-01,RIO NEGRO,93101
2022-01-01,SALTA,86729
2022-01-01,SAN JUAN,87500
2022-01-01,SAN LUIS,85070
2022-01-01,SANTA CRUZ,158992
2022-01-01,SANTA FE,93852
2022-01-01,SANTIAGO DEL ESTERO,65524
2022-01-01,TIERRA DEL FUEGO,135028
2022-01-01,TUCUMAN,58827
2022-02-01,BUENOS AIRES,96311
2022-02-01,CAPITAL FEDERAL,107576
2022-02-01,CATAMARCA,72091
2022-02-01,CHACO,77978
2022-02-01,CHUBUT,120396
2022-02-01,CORDOBA,89363
2022-02-01,CORRIENTES,77529
2022-02-01,ENTRE RIOS,90322
2022-02-01,FORMOSA,75559
2022-02-01,JUJUY,57308
2022-02-01,LA PAMPA,103669
2022-02-01,LA RIOJA,63113
2022-02-01,MENDOZA,72529
2022-02-01,MISIONES,83183
2022-02-01,NEUQUEN,122636
2022-02-01,RIO NEGRO,99566
2022-02-01,SALTA,93175
2022-02-01,SAN JUAN,87971
2022-02-01,SAN LUIS,85150
2022-02-01,SANTA CRUZ,160042
2022-02-01,SANTA FE,95829
2022-02-01,SANTIAGO DEL ESTERO,66931
2022-02-01,TIERRA DEL FUEGO,138604
2022-02-01,TUCUMAN,59179
2022-03-01,BUENOS AIRES,103819
2022-03-01,CAPITAL FEDERAL,114787
2022-03-01,CATAMARCA,80407
2022-03-01,CHACO,87922
2022-03-01,CHUBUT,129847
2022-03-01,CORDOBA,100710
2022-03-01,CORRIENTES,88095
2022-03-01,ENTRE RIOS,96947
2022-03-01,FORMOSA,87923
2022-03-01,JUJUY,61086
2022-03-01,LA PAMPA,110378
2022-03-01,LA RIOJA,66702
2022-03-01,MENDOZA,81950
2022-03-01,MISIONES,88391
2022-03-01,NEUQUEN,141944
2022-03-01,RIO NEGRO,106267
2022-03-01,SALTA,98880
2022-03-01,SAN JUAN,97811
2022-03-01,SAN LUIS,96136
2022-03-01,SANTA CRUZ,172792
2022-03-01,SANTA FE,108224
2022-03-01,SANTIAGO DEL ESTERO,69750
2022-03-01,TIERRA DEL FUEGO,148877
2022-03-01,TUCUMAN,68136
2022-04-01,BUENOS AIRES,110220
2022-04-01,CAPITAL FEDERAL,120000
2022-04-01,CATAMARCA,81503
2022-04-01,CHACO,90000
2022-04-01,CHUBUT,150507
2022-04-01,CORDOBA,103711
2022-04-01,CORRIENTES,88401
2022-04-01,ENTRE RIOS,103294
2022-04-01,FORMOSA,88952
2022-04-01,JUJUY,64432
2022-04-01,LA PAMPA,115586
2022-04-01,LA RIOJA,73772
2022-04-01,MENDOZA,87469
2022-04-01,MISIONES,92570
2022-04-01,NEUQUEN,155427
2022-04-01,RIO NEGRO,111765
2022-04-01,SALTA,105766
2022-04-01,SAN JUAN,102164
2022-04-01,SAN LUIS,97851
2022-04-01,SANTA CRUZ,189814
2022-04-01,SANTA FE,111605
2022-04-01,SANTIAGO DEL ESTERO,70600
2022-04-01,TIERRA DEL FUEGO,153599
2022-04-01,TUCUMAN,68925
2022-05-01,BUENOS AIRES,118111
2022-05-01,CAPITAL FEDERAL,126850
2022-05-01,CATAMARCA,87618
2022-05-01,CHACO,99629
2022-05-01,CHUBUT,148707
2022-05-01,CORDOBA,110308
2022-05-01,CORRIENTES,94039
2022-05-01,ENTRE RIOS,110110
2022-05-01,FORMOSA,91044
2022-05-01,JUJUY,68486
2022-05-01,LA PAMPA,119491
2022-05-01,LA RIOJA,76389
2022-05-01,MENDOZA,91995
2022-05-01,MISIONES,98652
2022-05-01,NEUQUEN,162301
2022-05-01,RIO NEGRO,122617
2022-05-01,SALTA,109114
2022-05-01,SAN JUAN,108693
2022-05-01,SAN LUIS,102417
2022-05-01,SANTA CRUZ,207034
2022-05-01,SANTA FE,119481
2022-05-01,SANTIAGO DEL ESTERO,72088
2022-05-01,TIERRA DEL FUEGO,159637
2022-05-01,TUCUMAN,72965
2022-06-01,BUENOS AIRES,174817
2022-06-01,CAPITAL FEDERAL,191824
2022-06-01,CATAMARCA,134349
2022-06-01,CHACO,139212
2022-06-01,CHUBUT,196539
2022-06-01,CORDOBA,166533
2022-06-01,CORRIENTES,138002
2022-06-01,ENTRE RIOS,158230
2022-06-01,FORMOSA,140570
2022-06-01,JUJUY,100499
2022-06-01,LA PAMPA,179324
2022-06-01,LA RIOJA,120745
2022-06-01,MENDOZA,131227
2022-06-01,MISIONES,131159
2022-06-01,NEUQUEN,200976
2022-06-01,RIO NEGRO,184303
2022-06-01,SALTA,169241
2022-06-01,SAN JUAN,183621
2022-06-01,SAN LUIS,159804
2022-06-01,SANTA CRUZ,304683
2022-06-01,SANTA FE,174244
2022-06-01,SANTIAGO DEL ESTERO,105106
2022-06-01,TIERRA DEL FUEGO,229835
2022-06-01,TUCUMAN,105351
2022-07-01,BUENOS AIRES,127581
2022-07-01,CAPITAL FEDERAL,140591
2022-07-01,CATAMARCA,100428
2022-07-01,CHACO,109967
2022-07-01,CHUBUT,164833
2022-07-01,CORDOBA,118821
2022-07-01,CORRIENTES,103732
2022-07-01,ENTRE RIOS,116532
2022-07-01,FORMOSA,104176
2022-07-01,JUJUY,78694
2022-07-01,LA PAMPA,133454
2022-07-01,LA RIOJA,86742
2022-07-01,MENDOZA,99490
2022-07-01,MISIONES,109516
2022-07-01,NEUQUEN,184703
2022-07-01,RIO NEGRO,132965
2022-07-01,SALTA,123284
2022-07-01,SAN JUAN,129463
2022-07-01,SAN LUIS,117771
2022-07-01,SANTA CRUZ,227933
2022-07-01,SANTA FE,124902
2022-07-01,SANTIAGO DEL ESTERO,74865
2022-07-01,TIERRA DEL FUEGO,191567
2022-07-01,TUCUMAN,79662
2022-08-01,BUENOS AIRES,136897
2022-08-01,CAPITAL FEDERAL,151004
2022-08-01,CATAMARCA,103944
2022-08-01,CHACO,119244
2022-08-01,CHUBUT,176988
2022-08-01,CORDOBA,130062
2022-08-01,CORRIENTES,123120
2022-08-01,ENTRE RIOS,132527
2022-08-01,FORMOSA,113327
2022-08-01,JUJUY,86301
2022-08-01,LA PAMPA,146740
2022-08-01,LA RIOJA,89925
2022-08-01,MENDOZA,108804
2022-08-01,MISIONES,119522
2022-08-01,NEUQUEN,193452
2022-08-01,RIO NEGRO,147869
2022-08-01,SALTA,133648
2022-08-01,SAN JUAN,136777
2022-08-01,SAN LUIS,125842
2022-08-01,SANTA CRUZ,237575
2022-08-01,SANTA FE,137482
2022-08-01,SANTIAGO DEL ESTERO,78621
2022-08-01,TIERRA DEL FUEGO,197880
2022-08-01,TUCUMAN,84237
2022-09-01,BUENOS AIRES,148279
2022-09-01,CAPITAL FEDERAL,160904
2022-09-01,CATAMARCA,114390
2022-09-01,CHACO,126431
2022-09-01,CHUBUT,182461
2022-09-01,CORDOBA,140918
2022-09-01,CORRIENTES,123751
2022-09-01,ENTRE RIOS,141745
2022-09-01,FORMOSA,119924
2022-09-01,JUJUY,88201
2022-09-01,LA PAMPA,154418
2022-09-01,LA RIOJA,98384
2022-09-01,MENDOZA,115792
2022-09-01,MISIONES,123891
2022-09-01,NEUQUEN,199437
2022-09-01,RIO NEGRO,154820
2022-09-01,SALTA,143000
2022-09-01,SAN JUAN,144309
2022-09-01,SAN LUIS,132325
2022-09-01,SANTA CRUZ,240921
2022-09-01,SANTA FE,144729
2022-09-01,SANTIAGO DEL ESTERO,96129
2022-09-01,TIERRA DEL FUEGO,206666
2022-09-01,TUCUMAN,87575
2022-10-01,BUENOS AIRES,153206
2022-10-01,CAPITAL FEDERAL,168360
2022-10-01,CATAMARCA,122115
2022-10-01,CHACO,138585
2022-10-01,CHUBUT,189699
2022-10-01,CORDOBA,141738
2022-10-01,CORRIENTES,124499
2022-10-01,ENTRE RIOS,145270
2022-10-01,FORMOSA,131114
2022-10-01,JUJUY,95952
2022-10-01,LA PAMPA,161492
2022-10-01,LA RIOJA,100548
2022-10-01,MENDOZA,122156
2022-10-01,MISIONES,134793
2022-10-01,NEUQUEN,224365
2022-10-01,RIO NEGRO,159363
2022-10-01,SALTA,149055
2022-10-01,SAN JUAN,150896
2022-10-01,SAN LUIS,141549
2022-10-01,SANTA CRUZ,250118
2022-10-01,SANTA FE,156162
2022-10-01,SANTIAGO DEL ESTERO,98906
2022-10-01,TIERRA DEL FUEGO,223893
2022-10-01,TUCUMAN,94315
2022-11-01,BUENOS AIRES,164483
2022-11-01,CAPITAL FEDERAL,182879
2022-11-01,CATAMARCA,131441
2022-11-01,CHACO,145304
2022-11-01,CHUBUT,206186
2022-11-01,CORDOBA,155921
2022-11-01,CORRIENTES,142290
2022-11-01,ENTRE RIOS,159632
2022-11-01,FORMOSA,139760
2022-11-01,JUJUY,104383
2022-11-01,LA PAMPA,159463
2022-11-01,LA RIOJA,103959
2022-11-01,MENDOZA,127852
2022-11-01,MISIONES,146499
2022-11-01,NEUQUEN,236448
2022-11-01,RIO NEGRO,169852
2022-11-01,SALTA,158533
2022-11-01,SAN JUAN,159932
2022-11-01,SAN LUIS,150400
2022-11-01,SANTA CRUZ,277757
2022-11-01,SANTA FE,163897
2022-11-01,SANTIAGO DEL ESTERO,100121
2022-11-01,TIERRA DEL FUEGO,244853
2022-11-01,TUCUMAN,95523
2022-12-01,BUENOS AIRES,259055
2022-12-01,CAPITAL FEDERAL,293244
2022-12-01,CATAMARCA,207963
2022-12-01,CHACO,226467
2022-12-01,CHUBUT,283028
2022-12-01,CORDOBA,250491
2022-12-01,CORRIENTES,223341
2022-12-01,ENTRE RIOS,244926
2022-12-01,FORMOSA,228363
2022-12-01,JUJUY,154926
2022-12-01,LA PAMPA,276818
2022-12-01,LA RIOJA,157124
2022-12-01,MENDOZA,196851
2022-12-01,MISIONES,201430
2022-12-01,NEUQUEN,351090
2022-12-01,RIO NEGRO,258720
2022-12-01,SALTA,249761
2022-12-01,SAN JUAN,248946
2022-12-01,SAN LUIS,237648
2022-12-01,SANTA CRUZ,411438
2022-12-01,SANTA FE,261295
2022-12-01,SANTIAGO DEL ESTERO,146939
2022-12-01,TIERRA DEL FUEGO,347703
2022-12-01,TUCUMAN,146217
2023-01-01,BUENOS AIRES,183881
2023-01-01,CAPITAL FEDERAL,207901
2023-01-01,CATAMARCA,144876
2023-01-01,CHACO,159896
2023-01-01,CHUBUT,227859
2023-01-01,CORDOBA,173193
2023-01-01,CORRIENTES,153172
2023-01-01,ENTRE RIOS,171251
2023-01-01,FORMOSA,154910
2023-01-01,JUJUY,109583
2023-01-01,LA PAMPA,208000
2023-01-01,LA RIOJA,117295
2023-01-01,MENDOZA,146729
2023-01-01,MISIONES,163985
2023-01-01,NEUQUEN,272380
2023-01-01,RIO NEGRO,183606
2023-01-01,SALTA,175766
2023-01-01,SAN JUAN,182013
2023-01-01,SAN LUIS,166646
2023-01-01,SANTA CRUZ,302895
2023-01-01,SANTA FE,189732
2023-01-01,SANTIAGO DEL ESTERO,103030
2023-01-01,TIERRA DEL FUEGO,263950
2023-01-01,TUCUMAN,104614
2023-02-01,BUENOS AIRES,189241
2023-02-01,CAPITAL FEDERAL,215932
2023-02-01,CATAMARCA,149753
2023-02-01,CHACO,163866
2023-02-01,CHUBUT,243898
2023-02-01,CORDOBA,180654
2023-02-01,CORRIENTES,154408
2023-02-01,ENTRE RIOS,176084
2023-02-01,FORMOSA,156940
2023-02-01,JUJUY,115871
2023-02-01,LA PAMPA,203904
2023-02-01,LA RIOJA,115994
2023-02-01,MENDOZA,151739
2023-02-01,MISIONES,174691
2023-02-01,NEUQUEN,284641
2023-02-01,RIO NEGRO,201973
2023-02-01,SALTA,193731
2023-02-01,SAN JUAN,188761
2023-02-01,SAN LUIS,174109
2023-02-01,SANTA CRUZ,291509
2023-02-01,SANTA FE,193385
2023-02-01,SANTIAGO DEL ESTERO,143919
2023-02-01,TIERRA DEL FUEGO,281790
2023-02-01,TUCUMAN,112570
2023-03-01,BUENOS AIRES,209865
2023-03-01,CAPITAL FEDERAL,235028
2023-03-01,CATAMARCA,165776
2023-03-01,CHACO,188972
2023-03-01,CHUBUT,266865
2023-03-01,CORDOBA,202674
2023-03-01,CORRIENTES,184055
2023-03-01,ENTRE RIOS,210051
2023-03-01,FORMOSA,188371
2023-03-01,JUJUY,126515
2023-03-01,LA PAMPA,227416
2023-03-01,LA RIOJA,120093
2023-03-01,MENDOZA,165776
2023-03-01,MISIONES,191274
2023-03-01,NEUQUEN,300632
2023-03-01,RIO NEGRO,222475
2023-03-01,SALTA,215496
2023-03-01,SAN JUAN,215351
2023-03-01,SAN LUIS,198448
2023-03-01,SANTA CRUZ,324384
2023-03-01,SANTA FE,219595
2023-03-01,SANTIAGO DEL ESTERO,152044
2023-03-01,TIERRA DEL FUEGO,322780
2023-03-01,TUCUMAN,119222
2023-04-01,BUENOS AIRES,227589
2023-04-01,CAPITAL FEDERAL,249719
2023-04-01,CATAMARCA,176727
2023-04-01,CHACO,197994
2023-04-01,CHUBUT,283697
2023-04-01,CORDOBA,226588
2023-04-01,CORRIENTES,206850
2023-04-01,ENTRE RIOS,222054
2023-04-01,FORMOSA,195874
2023-04-01,JUJUY,133857
2023-04-01,LA PAMPA,243299
2023-04-01,LA RIOJA,177532
2023-04-01,MENDOZA,181637
2023-04-01,MISIONES,204469
2023-04-01,NEUQUEN,335688
2023-04-01,RIO NEGRO,258308
2023-04-01,SALTA,231128
2023-04-01,SAN JUAN,201969
2023-04-01,SAN LUIS,206591
2023-04-01,SANTA CRUZ,354398
2023-04-01,SANTA FE,231939
2023-04-01,SANTIAGO DEL ESTERO,154703
2023-04-01,TIERRA DEL FUEGO,343946
2023-04-01,TUCUMAN,129151
2023-05-01,BUENOS AIRES,250066
2023-05-01,CAPITAL FEDERAL,271672
2023-05-01,CATAMARCA,204037
2023-05-01,CHACO,217080
2023-05-01,CHUBUT,304018
2023-05-01,CORDOBA,245948
2023-05-01,CORRIENTES,226023
2023-05-01,ENTRE RIOS,239079
2023-05-01,FORMOSA,240054
2023-05-01,JUJUY,141381
2023-05-01,LA PAMPA,253484
2023-05-01,LA RIOJA,192832
2023-05-01,MENDOZA,196824
2023-05-01,MISIONES,220384
2023-05-01,NEUQUEN,366006
2023-05-01,RIO NEGRO,269115
2023-05-01,SALTA,251503
2023-05-01,SAN JUAN,224747
2023-05-01,SAN LUIS,237267
2023-05-01,SANTA CRUZ,395637
2023-05-01,SANTA FE,251703
2023-05-01,SANTIAGO DEL ESTERO,162406
2023-05-01,TIERRA DEL FUEGO,392095
2023-05-01,TUCUMAN,141455
2023-06-01,BUENOS AIRES,374780
2023-06-01,CAPITAL FEDERAL,420227
2023-06-01,CATAMARCA,309091
2023-06-01,CHACO,327016
2023-06-01,CHUBUT,423861
2023-06-01,CORDOBA,367345
2023-06-01,CORRIENTES,332585
2023-06-01,ENTRE RIOS,352510
2023-06-01,FORMOSA,337026
2023-06-01,JUJUY,246385
2023-06-01,LA PAMPA,388494
2023-06-01,LA RIOJA,217242
2023-06-01,MENDOZA,287587
2023-06-01,MISIONES,285329
2023-06-01,NEUQUEN,525935
2023-06-01,RIO NEGRO,406936
2023-06-01,SALTA,398196
2023-06-01,SAN JUAN,369965
2023-06-01,SAN LUIS,355969
2023-06-01,SANTA CRUZ,543108
2023-06-01,SANTA FE,379686
2023-06-01,SANTIAGO DEL ESTERO,239887
2023-06-01,TIERRA DEL FUEGO,523447
2023-06-01,TUCUMAN,211345
2023-07-01,BUENOS AIRES,291078
2023-07-01,CAPITAL FEDERAL,318709
2023-07-01,CATAMARCA,232211
2023-07-01,CHACO,252884
2023-07-01,CHUBUT,354982
2023-07-01,CORDOBA,274781
2023-07-01,CORRIENTES,260000
2023-07-01,ENTRE RIOS,284179
2023-07-01,FORMOSA,257288
2023-07-01,JUJUY,185370
2023-07-01,LA PAMPA,297064
2023-07-01,LA RIOJA,158755
2023-07-01,MENDOZA,224076
2023-07-01,MISIONES,251877
2023-07-01,NEUQUEN,436666
2023-07-01,RIO NEGRO,312712
2023-07-01,SALTA,292984
2023-07-01,SAN JUAN,276631
2023-07-01,SAN LUIS,264201
2023-07-01,SANTA CRUZ,488453
2023-07-01,SANTA FE,287616
2023-07-01,SANTIAGO DEL ESTERO,177062
2023-07-01,TIERRA DEL FUEGO,412821
2023-07-01,TUCUMAN,161249
2023-08-01,BUENOS AIRES,324059
2023-08-01,CAPITAL FEDERAL,356976
2023-08-01,CATAMARCA,256208
2023-08-01,CHACO,279813
2023-08-01,CHUBUT,390893
2023-08-01,CORDOBA,313977
2023-08-01,CORRIENTES,274451
2023-08-01,ENTRE RIOS,314029
2023-08-01,FORMOSA,273730
2023-08-01,JUJUY,201466
2023-08-01,LA PAMPA,330565
2023-08-01,LA RIOJA,180832
2023-08-01,MENDOZA,258258
2023-08-01,MISIONES,282189
2023-08-01,NEUQUEN,468852
2023-08-01,RIO NEGRO,349650
2023-08-01,SALTA,326132
2023-08-01,SAN JUAN,313052
2023-08-01,SAN LUIS,299848
2023-08-01,SANTA CRUZ,515112
2023-08-01,SANTA FE,333631
2023-08-01,SANTIAGO DEL ESTERO,184792
2023-08-01,TIERRA DEL FUEGO,474468
2023-08-01,TUCUMAN,185385
2023-09-01,BUENOS AIRES,363401
2023-09-01,CAPITAL FEDERAL,400000
2023-09-01,CATAMARCA,284420
2023-09-01,CHACO,301918
2023-09-01,CHUBUT,426855
2023-09-01,CORDOBA,359186
2023-09-01,CORRIENTES,311048
2023-09-01,ENTRE RIOS,350781
2023-09-01,FORMOSA,310609
2023-09-01,JUJUY,213707
2023-09-01,LA PAMPA,371211
2023-09-01,LA RIOJA,189067
2023-09-01,MENDOZA,280954
2023-09-01,MISIONES,299361
2023-09-01,NEUQUEN,488044
2023-09-01,RIO NEGRO,381805
2023-09-01,SALTA,364094
2023-09-01,SAN JUAN,342982
2023-09-01,SAN LUIS,365516
2023-09-01,SANTA CRUZ,563409
2023-09-01,SANTA FE,358076
2023-09-01,SANTIAGO DEL ESTERO,239059
2023-09-01,TIERRA DEL FUEGO,513986
2023-09-01,TUCUMAN,209614
2023-10-01,BUENOS AIRES,379520
2023-10-01,CAPITAL FEDERAL,426792
2023-10-01,CATAMARCA,292859
2023-10-01,CHACO,337397
2023-10-01,CHUBUT,461521
2023-10-01,CORDOBA,371832
2023-10-01,CORRIENTES,317357
2023-10-01,ENTRE RIOS,368888
2023-10-01,FORMOSA,319197
2023-10-01,JUJUY,218124
2023-10-01,LA PAMPA,393482
2023-10-01,LA RIOJA,191840
2023-10-01,MENDOZA,286763
2023-10-01,MISIONES,347345
2023-10-01,NEUQUEN,575760
2023-10-01,RIO NEGRO,419810
2023-10-01,SALTA,401872
2023-10-01,SAN JUAN,384559
2023-10-01,SAN LUIS,396214
2023-10-01,SANTA CRUZ,602653
2023-10-01,SANTA FE,378748
2023-10-01,SANTIAGO DEL ESTERO,236402
2023-10-01,TIERRA DEL FUEGO,537799
2023-10-01,TUCUMAN,226621
2023-11-01,BUENOS AIRES,419605
2023-11-01,CAPITAL FEDERAL,470700
2023-11-01,CATAMARCA,316201
2023-11-01,CHACO,357069
2023-11-01,CHUBUT,500000
2023-11-01,CORDOBA,410147
2023-11-01,CORRIENTES,363003
2023-11-01,ENTRE RIOS,394963
2023-11-01,FORMOSA,336058
2023-11-01,JUJUY,229488
2023-11-01,LA PAMPA,426168
2023-11-01,LA RIOJA,201227
2023-11-01,MENDOZA,311223
2023-11-01,MISIONES,363205
2023-11-01,NEUQUEN,628533
2023-11-01,RIO NEGRO,454010
2023-11-01,SALTA,420980
2023-11-01,SAN JUAN,424935
2023-11-01,SAN LUIS,429033
2023-11-01,SANTA CRUZ,705742
2023-11-01,SANTA FE,430625
2023-11-01,SANTIAGO DEL ESTERO,241202
2023-11-01,TIERRA DEL FUEGO,600605
2023-11-01,TUCUMAN,245116
